,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
74,0.1,0.28087636828422546,0.2884615361690521,0.46875,0.3571428656578064,0.8379999995231628,extreme,en-ja,dev,2710,supervised,train_multilingual_auth_demetr_data_single
75,0.5,0.19688844680786133,0.28358209133148193,0.23170731961727142,0.25503355264663696,0.8889999985694885,default,en-ja,test,42,supervised,train_multilingual_auth_demetr_data_single
76,0.5,0.19688844680786133,0.28358209133148193,0.23170731961727142,0.25503355264663696,0.8889999985694885,best,en-ja,test,42,supervised,train_multilingual_auth_demetr_data_single
77,0.1,0.24421007931232452,0.21989528834819794,0.5121951103210449,0.3076923191547394,0.8109999895095825,extreme,en-ja,test,42,supervised,train_multilingual_auth_demetr_data_single
78,0.5,0.21236053109169006,0.3333333432674408,0.2073170691728592,0.25563910603523254,0.9010000228881836,default,en-ja,test,2710,supervised,train_multilingual_auth_demetr_data_single
79,0.53,0.20230786502361298,0.3265306055545807,0.19512194395065308,0.2442748099565506,0.9010000228881836,best,en-ja,test,2710,supervised,train_multilingual_auth_demetr_data_single
80,0.1,0.2575603127479553,0.2571428716182709,0.4390243887901306,0.3243243098258972,0.8500000238418579,extreme,en-ja,test,2710,supervised,train_multilingual_auth_demetr_data_single
81,0.5,0.2021053284406662,0.29230770468711853,0.23170731961727142,0.25850340723991394,0.890999972820282,default,en-ja,test,89,supervised,train_multilingual_auth_demetr_data_single
82,0.4,0.22658954560756683,0.2808988690376282,0.3048780560493469,0.2923976480960846,0.8790000081062317,best,en-ja,test,89,supervised,train_multilingual_auth_demetr_data_single
83,0.1,0.23212265968322754,0.19502075016498566,0.5731707215309143,0.2910216748714447,0.7710000276565552,extreme,en-ja,test,89,supervised,train_multilingual_auth_demetr_data_single
84,0.5,0.17159447073936462,0.2916666567325592,0.17073170840740204,0.2153846174478531,0.8980000019073486,default,en-ja,test,928,supervised,train_multilingual_auth_demetr_data_single
85,0.51,0.17159447073936462,0.2916666567325592,0.17073170840740204,0.2153846174478531,0.8980000019073486,best,en-ja,test,928,supervised,train_multilingual_auth_demetr_data_single
86,0.1,0.2519197165966034,0.2554744482040405,0.4268292784690857,0.31963470578193665,0.8510000109672546,extreme,en-ja,test,928,supervised,train_multilingual_auth_demetr_data_single
87,0.5,0.17473149299621582,0.2978723347187042,0.17073170840740204,0.21705426275730133,0.8989999890327454,default,en-ja,test,107,supervised,train_multilingual_auth_demetr_data_single
88,0.2,0.21593768894672394,0.27272728085517883,0.2926829159259796,0.2823529541492462,0.878000020980835,best,en-ja,test,107,supervised,train_multilingual_auth_demetr_data_single
89,0.1,0.25021329522132874,0.2743362784385681,0.37804877758026123,0.31794872879981995,0.8669999837875366,extreme,en-ja,test,107,supervised,train_multilingual_auth_demetr_data_single
90,0.5,0.34983813762664795,0.45736435055732727,0.41843971610069275,0.43703705072402954,0.8479999899864197,default,en-zh,dev,89,supervised,train_multilingual_auth_demetr_data_single
91,0.38,0.3579885959625244,0.4078212380409241,0.5177304744720459,0.45625001192092896,0.8259999752044678,best,en-zh,dev,89,supervised,train_multilingual_auth_demetr_data_single
