,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
24,0.5,0.4719921946525574,0.5309734344482422,0.6349206566810608,0.5783132314682007,0.824999988079071,default,en-cs,test,42,supervised,train_multilingual_auth_data_single
25,0.5199999999999999,0.47509118914604187,0.5412843823432922,0.6243386268615723,0.5798525810241699,0.8289999961853027,best,en-cs,test,42,supervised,train_multilingual_auth_data_single
26,0.1,0.4445839822292328,0.40992167592048645,0.8306878209114075,0.5489510297775269,0.7419999837875366,extreme,en-cs,test,42,supervised,train_multilingual_auth_data_single
27,0.5,0.4695121645927429,0.5577889680862427,0.5873016119003296,0.5721649527549744,0.8339999914169312,default,en-cs,test,107,supervised,train_multilingual_auth_data_single
28,0.48999999999999994,0.4696424901485443,0.5544554591178894,0.5925925970077515,0.572890043258667,0.8330000042915344,best,en-cs,test,107,supervised,train_multilingual_auth_data_single
29,0.1,0.4596591889858246,0.4364161789417267,0.7989417910575867,0.5644859671592712,0.7670000195503235,extreme,en-cs,test,107,supervised,train_multilingual_auth_data_single
30,0.5,0.4730955958366394,0.6073825359344482,0.6441280841827393,0.6252158880233765,0.7829999923706055,default,en-de,dev,928,supervised,train_multilingual_auth_data_single
31,0.4700000000000001,0.47857731580734253,0.6072607040405273,0.6548042893409729,0.6301369667053223,0.7839999794960022,best,en-de,dev,928,supervised,train_multilingual_auth_data_single
32,0.1,0.3826667368412018,0.43911439180374146,0.8469750881195068,0.5783718228340149,0.652999997138977,extreme,en-de,dev,928,supervised,train_multilingual_auth_data_single
33,0.5,0.4708283245563507,0.6153846383094788,0.626334547996521,0.6208112835884094,0.7850000262260437,default,en-de,dev,42,supervised,train_multilingual_auth_data_single
34,0.4800000000000001,0.47675541043281555,0.6114864945411682,0.6441280841827393,0.6273829936981201,0.7850000262260437,best,en-de,dev,42,supervised,train_multilingual_auth_data_single
35,0.1,0.39075759053230286,0.4545454680919647,0.8185053467750549,0.5844981074333191,0.6729999780654907,extreme,en-de,dev,42,supervised,train_multilingual_auth_data_single
36,0.5,0.46947264671325684,0.6095890402793884,0.6334519386291504,0.62129145860672,0.7829999923706055,default,en-de,dev,2710,supervised,train_multilingual_auth_data_single
37,0.48999999999999994,0.47251665592193604,0.6109215021133423,0.6370106935501099,0.6236934065818787,0.7839999794960022,best,en-de,dev,2710,supervised,train_multilingual_auth_data_single
38,0.1,0.3885505497455597,0.4504854381084442,0.8256227970123291,0.5829145908355713,0.6679999828338623,extreme,en-de,dev,2710,supervised,train_multilingual_auth_data_single
39,0.5,0.45726099610328674,0.5979729890823364,0.6298932433128357,0.6135181784629822,0.7770000100135803,default,en-de,dev,89,supervised,train_multilingual_auth_data_single
40,0.45999999999999996,0.47775790095329285,0.5962145328521729,0.6725978851318359,0.6321070194244385,0.7799999713897705,best,en-de,dev,89,supervised,train_multilingual_auth_data_single
41,0.1,0.36927086114883423,0.43357932567596436,0.836298942565918,0.5710813999176025,0.6470000147819519,extreme,en-de,dev,89,supervised,train_multilingual_auth_data_single
42,0.5,0.4652279317378998,0.6089965105056763,0.626334547996521,0.6175438761711121,0.7820000052452087,default,en-de,dev,107,supervised,train_multilingual_auth_data_single
43,0.45999999999999996,0.4779597222805023,0.6107382774353027,0.6476868391036987,0.6286700963973999,0.7850000262260437,best,en-de,dev,107,supervised,train_multilingual_auth_data_single
44,0.1,0.40572354197502136,0.46817249059677124,0.8113878965377808,0.59375,0.6880000233650208,extreme,en-de,dev,107,supervised,train_multilingual_auth_data_single
45,0.5,0.5111585259437561,0.6277602314949036,0.6909722089767456,0.6578512191772461,0.7929999828338623,default,en-de,test,2710,supervised,train_multilingual_auth_data_single
46,0.48999999999999994,0.5087388157844543,0.6230529546737671,0.6944444179534912,0.656814455986023,0.7910000085830688,best,en-de,test,2710,supervised,train_multilingual_auth_data_single
47,0.1,0.4540744423866272,0.47777777910232544,0.8958333134651184,0.6231883764266968,0.6880000233650208,extreme,en-de,test,2710,supervised,train_multilingual_auth_data_single
48,0.5,0.512310266494751,0.6269592642784119,0.6944444179534912,0.6589785814285278,0.7929999828338623,default,en-de,test,42,supervised,train_multilingual_auth_data_single
49,0.4800000000000001,0.5181735754013062,0.6231002807617188,0.7118055820465088,0.664505660533905,0.7929999828338623,best,en-de,test,42,supervised,train_multilingual_auth_data_single
50,0.1,0.4492526352405548,0.4784240126609802,0.8854166865348816,0.6211936473846436,0.6890000104904175,extreme,en-de,test,42,supervised,train_multilingual_auth_data_single
51,0.5,0.5028647780418396,0.6146789193153381,0.6979166865348816,0.6536585092544556,0.7870000004768372,default,en-de,test,928,supervised,train_multilingual_auth_data_single
52,0.4700000000000001,0.5059689283370972,0.6023054718971252,0.7256944179534912,0.6582677364349365,0.7829999923706055,best,en-de,test,928,supervised,train_multilingual_auth_data_single
53,0.1,0.4302884638309479,0.46071428060531616,0.8958333134651184,0.6084905862808228,0.6679999828338623,extreme,en-de,test,928,supervised,train_multilingual_auth_data_single
54,0.5,0.516930341720581,0.6405228972434998,0.6805555820465088,0.6599326729774475,0.7979999780654907,default,en-de,test,107,supervised,train_multilingual_auth_data_single
55,0.45999999999999996,0.5175794363021851,0.6265432238578796,0.7048611044883728,0.6633986830711365,0.7940000295639038,best,en-de,test,107,supervised,train_multilingual_auth_data_single
56,0.1,0.47785669565200806,0.5092024803161621,0.8645833134651184,0.6409266591072083,0.7210000157356262,extreme,en-de,test,107,supervised,train_multilingual_auth_data_single
57,0.5,0.5164140462875366,0.6273291707038879,0.7013888955116272,0.6622951030731201,0.7940000295639038,default,en-de,test,89,supervised,train_multilingual_auth_data_single
58,0.45999999999999996,0.5085492134094238,0.6011396050453186,0.7326388955116272,0.6604068875312805,0.7829999923706055,best,en-de,test,89,supervised,train_multilingual_auth_data_single
59,0.1,0.43895187973976135,0.46276596188545227,0.90625,0.6126760840415955,0.6700000166893005,extreme,en-de,test,89,supervised,train_multilingual_auth_data_single
60,0.5,0.3284514248371124,0.35199999809265137,0.4583333432674408,0.39819005131721497,0.8669999837875366,default,en-ja,dev,928,supervised,train_multilingual_auth_data_single
61,0.47000000000000003,0.3302987515926361,0.3488371968269348,0.46875,0.4000000059604645,0.8650000095367432,best,en-ja,dev,928,supervised,train_multilingual_auth_data_single
62,0.1,0.2902482748031616,0.2556053698062897,0.59375,0.35736677050590515,0.7950000166893005,extreme,en-ja,dev,928,supervised,train_multilingual_auth_data_single
63,0.5,0.3170933425426483,0.36036035418510437,0.4166666567325592,0.3864734172821045,0.8730000257492065,default,en-ja,dev,2710,supervised,train_multilingual_auth_data_single
64,0.51,0.32172125577926636,0.3669724762439728,0.4166666567325592,0.39024388790130615,0.875,best,en-ja,dev,2710,supervised,train_multilingual_auth_data_single
65,0.1,0.28319674730300903,0.2752808928489685,0.5104166865348816,0.35766422748565674,0.8240000009536743,extreme,en-ja,dev,2710,supervised,train_multilingual_auth_data_single
66,0.5,0.3201511800289154,0.3854166567325592,0.3854166567325592,0.3854166567325592,0.8820000290870667,default,en-ja,dev,107,supervised,train_multilingual_auth_data_single
67,0.29,0.3344652056694031,0.35433071851730347,0.46875,0.4035874307155609,0.8669999837875366,best,en-ja,dev,107,supervised,train_multilingual_auth_data_single
68,0.1,0.3022252321243286,0.30000001192092896,0.5,0.375,0.8399999737739563,extreme,en-ja,dev,107,supervised,train_multilingual_auth_data_single
69,0.5,0.3227356970310211,0.35593220591545105,0.4375,0.3925233781337738,0.8700000047683716,default,en-ja,dev,89,supervised,train_multilingual_auth_data_single
70,0.4,0.32824596762657166,0.3461538553237915,0.46875,0.39823007583618164,0.8640000224113464,best,en-ja,dev,89,supervised,train_multilingual_auth_data_single
71,0.1,0.2906980514526367,0.2832369804382324,0.5104166865348816,0.3643122613430023,0.8289999961853027,extreme,en-ja,dev,89,supervised,train_multilingual_auth_data_single
72,0.5,0.33218246698379517,0.4833333194255829,0.3020833432674408,0.3717948794364929,0.9020000100135803,default,en-ja,dev,42,supervised,train_multilingual_auth_data_single
73,0.5,0.33218246698379517,0.4833333194255829,0.3020833432674408,0.3717948794364929,0.9020000100135803,best,en-ja,dev,42,supervised,train_multilingual_auth_data_single
74,0.1,0.29154887795448303,0.37078651785850525,0.34375,0.3567567467689514,0.8809999823570251,extreme,en-ja,dev,42,supervised,train_multilingual_auth_data_single
75,0.5,0.2060229629278183,0.2525252401828766,0.3048780560493469,0.27624309062957764,0.8690000176429749,default,en-ja,test,2710,supervised,train_multilingual_auth_data_single
76,0.51,0.2060229629278183,0.2525252401828766,0.3048780560493469,0.27624309062957764,0.8690000176429749,best,en-ja,test,2710,supervised,train_multilingual_auth_data_single
77,0.1,0.2780798077583313,0.2530120611190796,0.5121951103210449,0.33870968222618103,0.8360000252723694,extreme,en-ja,test,2710,supervised,train_multilingual_auth_data_single
78,0.5,0.20098909735679626,0.2584269642829895,0.2804878056049347,0.26900583505630493,0.875,default,en-ja,test,107,supervised,train_multilingual_auth_data_single
79,0.29,0.21390841901302338,0.24561403691768646,0.3414634168148041,0.2857142984867096,0.8600000143051147,best,en-ja,test,107,supervised,train_multilingual_auth_data_single
80,0.1,0.241916224360466,0.23999999463558197,0.4390243887901306,0.3103448152542114,0.8399999737739563,extreme,en-ja,test,107,supervised,train_multilingual_auth_data_single
81,0.5,0.2222403734922409,0.2680412232875824,0.31707316637039185,0.29050278663635254,0.8730000257492065,default,en-ja,test,89,supervised,train_multilingual_auth_data_single
82,0.4,0.22669559717178345,0.2616822421550751,0.3414634168148041,0.29629629850387573,0.8669999837875366,best,en-ja,test,89,supervised,train_multilingual_auth_data_single
83,0.1,0.27567118406295776,0.25465837121009827,0.5,0.3374485671520233,0.8389999866485596,extreme,en-ja,test,89,supervised,train_multilingual_auth_data_single
84,0.5,0.2090734839439392,0.32692307233810425,0.2073170691728592,0.2537313401699066,0.8999999761581421,default,en-ja,test,42,supervised,train_multilingual_auth_data_single
85,0.5,0.2090734839439392,0.32692307233810425,0.2073170691728592,0.2537313401699066,0.8999999761581421,best,en-ja,test,42,supervised,train_multilingual_auth_data_single
86,0.1,0.19635073840618134,0.27397260069847107,0.24390244483947754,0.25806450843811035,0.8849999904632568,extreme,en-ja,test,42,supervised,train_multilingual_auth_data_single
87,0.5,0.25637373328208923,0.2884615361690521,0.3658536672592163,0.32258063554763794,0.8740000128746033,default,en-ja,test,928,supervised,train_multilingual_auth_data_single
88,0.47000000000000003,0.27933770418167114,0.30000001192092896,0.40243902802467346,0.34375,0.8740000128746033,best,en-ja,test,928,supervised,train_multilingual_auth_data_single
89,0.1,0.275433748960495,0.22857142984867096,0.5853658318519592,0.3287671208381653,0.8040000200271606,extreme,en-ja,test,928,supervised,train_multilingual_auth_data_single
90,0.5,0.3787826597690582,0.43023255467414856,0.5248227119445801,0.4728434383869171,0.8349999785423279,default,en-zh,dev,42,supervised,train_multilingual_auth_data_single
91,0.52,0.3846828043460846,0.4378698170185089,0.5248227119445801,0.47741934657096863,0.8379999995231628,best,en-zh,dev,42,supervised,train_multilingual_auth_data_single
92,0.1,0.30364999175071716,0.28823530673980713,0.695035457611084,0.40748441219329834,0.7149999737739563,extreme,en-zh,dev,42,supervised,train_multilingual_auth_data_single
93,0.5,0.3886871039867401,0.443113774061203,0.5248227119445801,0.48051947355270386,0.8399999737739563,default,en-zh,dev,2710,supervised,train_multilingual_auth_data_single
94,0.48000000000000004,0.3900763690471649,0.4367816150188446,0.5390070676803589,0.48253968358039856,0.8370000123977661,best,en-zh,dev,2710,supervised,train_multilingual_auth_data_single
95,0.1,0.3245924115180969,0.3052959442138672,0.695035457611084,0.42424243688583374,0.734000027179718,extreme,en-zh,dev,2710,supervised,train_multilingual_auth_data_single
96,0.5,0.3959987759590149,0.4444444477558136,0.5390070676803589,0.4871794879436493,0.8399999737739563,default,en-zh,dev,928,supervised,train_multilingual_auth_data_single
97,0.52,0.41455578804016113,0.4691357910633087,0.5390070676803589,0.5016501545906067,0.8489999771118164,best,en-zh,dev,928,supervised,train_multilingual_auth_data_single
98,0.1,0.3117241859436035,0.29663607478141785,0.6879432797431946,0.4145299196243286,0.7260000109672546,extreme,en-zh,dev,928,supervised,train_multilingual_auth_data_single
99,0.5,0.39436331391334534,0.4464285671710968,0.5319148898124695,0.48543688654899597,0.8410000205039978,default,en-zh,dev,107,supervised,train_multilingual_auth_data_single
100,0.51,0.4046528935432434,0.4601227045059204,0.5319148898124695,0.4934210479259491,0.8460000157356262,best,en-zh,dev,107,supervised,train_multilingual_auth_data_single
101,0.1,0.31063312292099,0.2996845543384552,0.673758864402771,0.41484716534614563,0.7319999933242798,extreme,en-zh,dev,107,supervised,train_multilingual_auth_data_single
102,0.5,0.38236913084983826,0.42696627974510193,0.5390070676803589,0.47648903727531433,0.8330000042915344,default,en-zh,dev,89,supervised,train_multilingual_auth_data_single
103,0.49999999999999994,0.38236913084983826,0.42696627974510193,0.5390070676803589,0.47648903727531433,0.8330000042915344,best,en-zh,dev,89,supervised,train_multilingual_auth_data_single
104,0.1,0.2920551598072052,0.26419752836227417,0.758865237236023,0.3919413983821869,0.6679999828338623,extreme,en-zh,dev,89,supervised,train_multilingual_auth_data_single
105,0.5,0.3196837306022644,0.40437158942222595,0.4683544337749481,0.4340175986289978,0.8069999814033508,default,en-zh,test,89,supervised,train_multilingual_auth_data_single
106,0.49999999999999994,0.3196837306022644,0.40437158942222595,0.4683544337749481,0.4340175986289978,0.8069999814033508,best,en-zh,test,89,supervised,train_multilingual_auth_data_single
107,0.1,0.31796830892562866,0.2968369722366333,0.7721518874168396,0.42882248759269714,0.675000011920929,extreme,en-zh,test,89,supervised,train_multilingual_auth_data_single
108,0.5,0.2875027358531952,0.39053255319595337,0.4177215099334717,0.40366971492767334,0.8050000071525574,default,en-zh,test,107,supervised,train_multilingual_auth_data_single
109,0.51,0.29305949807167053,0.39759036898612976,0.4177215099334717,0.40740740299224854,0.8080000281333923,best,en-zh,test,107,supervised,train_multilingual_auth_data_single
110,0.1,0.33519014716148376,0.3354037404060364,0.6835442781448364,0.44999998807907104,0.7360000014305115,extreme,en-zh,test,107,supervised,train_multilingual_auth_data_single
111,0.5,0.2929799556732178,0.38764044642448425,0.43670886754989624,0.4107142984867096,0.8019999861717224,default,en-zh,test,928,supervised,train_multilingual_auth_data_single
112,0.52,0.3057054579257965,0.4035087823867798,0.43670886754989624,0.41945287585258484,0.8090000152587891,best,en-zh,test,928,supervised,train_multilingual_auth_data_single
113,0.1,0.34665393829345703,0.33734938502311707,0.7088607549667358,0.4571428596973419,0.734000027179718,extreme,en-zh,test,928,supervised,train_multilingual_auth_data_single
114,0.5,0.3080904185771942,0.4135802388191223,0.42405062913894653,0.41874998807907104,0.8140000104904175,default,en-zh,test,2710,supervised,train_multilingual_auth_data_single
115,0.48000000000000004,0.31134235858917236,0.4107142984867096,0.43670886754989624,0.42331287264823914,0.8119999766349792,best,en-zh,test,2710,supervised,train_multilingual_auth_data_single
116,0.1,0.3256962299346924,0.3253731429576874,0.6898733973503113,0.44219067692756653,0.7250000238418579,extreme,en-zh,test,2710,supervised,train_multilingual_auth_data_single
117,0.5,0.3126637935638428,0.40223464369773865,0.4556961953639984,0.42729970812797546,0.8069999814033508,default,en-zh,test,42,supervised,train_multilingual_auth_data_single
118,0.52,0.3038516342639923,0.4011628031730652,0.43670886754989624,0.41818180680274963,0.8080000281333923,best,en-zh,test,42,supervised,train_multilingual_auth_data_single
119,0.1,0.3303687274456024,0.32551318407058716,0.702531635761261,0.44488978385925293,0.7229999899864197,extreme,en-zh,test,42,supervised,train_multilingual_auth_data_single
