,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
17,0.1,0.43081212043762207,0.7883597612380981,0.4138889014720917,0.5428050756454468,0.7490000128746033,extreme,en-cs,test,2710,supervised,second_step_base_demetr_auth_data
18,0.5,0.4823073446750641,0.5978835821151733,0.5678392052650452,0.5824742317199707,0.8379999995231628,default,en-cs,test,42,supervised,second_step_base_demetr_auth_data
19,0.54,0.48474907875061035,0.5767195820808411,0.5860214829444885,0.581333339214325,0.8429999947547913,best,en-cs,test,42,supervised,second_step_base_demetr_auth_data
20,0.1,0.41502857208251953,0.7936508059501648,0.3978779911994934,0.5300353169441223,0.734000027179718,extreme,en-cs,test,42,supervised,second_step_base_demetr_auth_data
21,0.5,0.4720471203327179,0.60317462682724,0.5507246255874634,0.5757575631141663,0.8320000171661377,default,en-cs,test,928,supervised,second_step_base_demetr_auth_data
22,0.58,0.4870023727416992,0.5767195820808411,0.5891891717910767,0.5828877091407776,0.843999981880188,best,en-cs,test,928,supervised,second_step_base_demetr_auth_data
23,0.1,0.41305050253868103,0.761904776096344,0.40793201327323914,0.5313653349876404,0.7459999918937683,extreme,en-cs,test,928,supervised,second_step_base_demetr_auth_data
24,0.5,0.4696424901485443,0.5925925970077515,0.5544554591178894,0.572890043258667,0.8330000042915344,default,en-cs,test,107,supervised,second_step_base_demetr_auth_data
25,0.61,0.48349565267562866,0.5555555820465088,0.6000000238418579,0.5769230723381042,0.8460000157356262,best,en-cs,test,107,supervised,second_step_base_demetr_auth_data
26,0.1,0.40702468156814575,0.7671957612037659,0.4005524814128876,0.5263158082962036,0.7390000224113464,extreme,en-cs,test,107,supervised,second_step_base_demetr_auth_data
27,0.5,0.47418898344039917,0.5555555820465088,0.5865921974182129,0.570652186870575,0.8420000076293945,default,en-cs,test,89,supervised,second_step_base_demetr_auth_data
28,0.52,0.476491779088974,0.5555555820465088,0.5898876190185547,0.5722070932388306,0.8429999947547913,best,en-cs,test,89,supervised,second_step_base_demetr_auth_data
29,0.1,0.41610780358314514,0.7724867463111877,0.4066852331161499,0.5328466892242432,0.7440000176429749,extreme,en-cs,test,89,supervised,second_step_base_demetr_auth_data
30,0.5,0.49616721272468567,0.5907473564147949,0.6693548560142517,0.6275992393493652,0.8029999732971191,default,en-de,dev,107,supervised,second_step_base_demetr_auth_data
31,0.51,0.5008233189582825,0.5836299061775208,0.680497944355011,0.6283524632453918,0.8059999942779541,best,en-de,dev,107,supervised,second_step_base_demetr_auth_data
32,0.1,0.3994824290275574,0.8185053467750549,0.46092185378074646,0.5897436141967773,0.6800000071525574,extreme,en-de,dev,107,supervised,second_step_base_demetr_auth_data
33,0.5,0.49833229184150696,0.5409252643585205,0.7102803587913513,0.6141414046287537,0.8090000152587891,default,en-de,dev,928,supervised,second_step_base_demetr_auth_data
34,0.49,0.4990200698375702,0.5444839596748352,0.7083333134651184,0.6156941652297974,0.8090000152587891,best,en-de,dev,928,supervised,second_step_base_demetr_auth_data
35,0.1,0.42960360646247864,0.7366548180580139,0.5174999833106995,0.607929527759552,0.7329999804496765,extreme,en-de,dev,928,supervised,second_step_base_demetr_auth_data
36,0.5,0.4973858594894409,0.5480427145957947,0.7031963467597961,0.6159999966621399,0.8080000281333923,default,en-de,dev,42,supervised,second_step_base_demetr_auth_data
37,0.5,0.4973858594894409,0.5480427145957947,0.7031963467597961,0.6159999966621399,0.8080000281333923,best,en-de,dev,42,supervised,second_step_base_demetr_auth_data
38,0.1,0.44115081429481506,0.6298932433128357,0.5803278684616089,0.6040955781936646,0.7680000066757202,extreme,en-de,dev,42,supervised,second_step_base_demetr_auth_data
39,0.5,0.500369131565094,0.5622775554656982,0.6960352659225464,0.6220472455024719,0.8080000281333923,default,en-de,dev,89,supervised,second_step_base_demetr_auth_data
40,0.5,0.500369131565094,0.5622775554656982,0.6960352659225464,0.6220472455024719,0.8080000281333923,best,en-de,dev,89,supervised,second_step_base_demetr_auth_data
41,0.1,0.43089985847473145,0.7330960631370544,0.5202020406723022,0.6085672378540039,0.7350000143051147,extreme,en-de,dev,89,supervised,second_step_base_demetr_auth_data
42,0.5,0.4974651038646698,0.5693950057029724,0.6866952776908875,0.6225680708885193,0.8059999942779541,default,en-de,dev,2710,supervised,second_step_base_demetr_auth_data
43,0.49,0.4974651038646698,0.5693950057029724,0.6866952776908875,0.6225680708885193,0.8059999942779541,best,en-de,dev,2710,supervised,second_step_base_demetr_auth_data
44,0.1,0.42362266778945923,0.754448413848877,0.5047619342803955,0.6048502326011658,0.7229999899864197,extreme,en-de,dev,2710,supervised,second_step_base_demetr_auth_data
45,0.5,0.5208618640899658,0.625,0.6818181872367859,0.6521739363670349,0.8080000281333923,default,en-de,test,107,supervised,second_step_base_demetr_auth_data
46,0.51,0.524198055267334,0.6215277910232544,0.6884615421295166,0.6532846689224243,0.8100000023841858,best,en-de,test,107,supervised,second_step_base_demetr_auth_data
47,0.1,0.41799265146255493,0.8541666865348816,0.46768060326576233,0.6044226288795471,0.6779999732971191,extreme,en-de,test,107,supervised,second_step_base_demetr_auth_data
48,0.5,0.5032015442848206,0.5659722089767456,0.7025862336158752,0.6269230842590332,0.8059999942779541,default,en-de,test,928,supervised,second_step_base_demetr_auth_data
49,0.49,0.5009433627128601,0.5659722089767456,0.6995708346366882,0.6257197856903076,0.8050000071525574,best,en-de,test,928,supervised,second_step_base_demetr_auth_data
50,0.1,0.46976685523986816,0.8055555820465088,0.5284737944602966,0.638239324092865,0.7369999885559082,extreme,en-de,test,928,supervised,second_step_base_demetr_auth_data
51,0.5,0.5062394738197327,0.5902777910232544,0.6882591247558594,0.6355140209197998,0.8050000071525574,default,en-de,test,2710,supervised,second_step_base_demetr_auth_data
52,0.49,0.5062394738197327,0.5902777910232544,0.6882591247558594,0.6355140209197998,0.8050000071525574,best,en-de,test,2710,supervised,second_step_base_demetr_auth_data
53,0.1,0.4608161449432373,0.8263888955116272,0.5118279457092285,0.6321381330490112,0.7229999899864197,extreme,en-de,test,2710,supervised,second_step_base_demetr_auth_data
54,0.5,0.5009397268295288,0.5763888955116272,0.6916666626930237,0.6287878751754761,0.8040000200271606,default,en-de,test,89,supervised,second_step_base_demetr_auth_data
55,0.5,0.5009397268295288,0.5763888955116272,0.6916666626930237,0.6287878751754761,0.8040000200271606,best,en-de,test,89,supervised,second_step_base_demetr_auth_data
56,0.1,0.4636636972427368,0.7986111044883728,0.5263158082962036,0.634482741355896,0.7350000143051147,extreme,en-de,test,89,supervised,second_step_base_demetr_auth_data
57,0.5,0.4951819181442261,0.5486111044883728,0.7053571343421936,0.6171875,0.8040000200271606,default,en-de,test,42,supervised,second_step_base_demetr_auth_data
58,0.5,0.4951819181442261,0.5486111044883728,0.7053571343421936,0.6171875,0.8040000200271606,best,en-de,test,42,supervised,second_step_base_demetr_auth_data
59,0.1,0.4886631667613983,0.6666666865348816,0.6173633337020874,0.6410684585571289,0.7850000262260437,extreme,en-de,test,42,supervised,second_step_base_demetr_auth_data
60,0.5,0.38194021582603455,0.43262410163879395,0.49593496322631836,0.46212121844291687,0.8579999804496765,default,en-zh,dev,42,supervised,second_step_base_demetr_auth_data
61,0.47000000000000003,0.38194021582603455,0.43262410163879395,0.49593496322631836,0.46212121844291687,0.8579999804496765,best,en-zh,dev,42,supervised,second_step_base_demetr_auth_data
62,0.1,0.33665379881858826,0.4751773178577423,0.40361446142196655,0.4364820718765259,0.8270000219345093,extreme,en-zh,dev,42,supervised,second_step_base_demetr_auth_data
63,0.5,0.3757423460483551,0.42553192377090454,0.49180328845977783,0.45627376437187195,0.8569999933242798,default,en-zh,dev,928,supervised,second_step_base_demetr_auth_data
64,0.66,0.38101840019226074,0.40425533056259155,0.5181818008422852,0.45418328046798706,0.8629999756813049,best,en-zh,dev,928,supervised,second_step_base_demetr_auth_data
65,0.1,0.31720292568206787,0.45390069484710693,0.39024388790130615,0.4196721315383911,0.8230000138282776,extreme,en-zh,dev,928,supervised,second_step_base_demetr_auth_data
66,0.5,0.38194021582603455,0.43262410163879395,0.49593496322631836,0.46212121844291687,0.8579999804496765,default,en-zh,dev,107,supervised,second_step_base_demetr_auth_data
67,0.53,0.38713008165359497,0.43262410163879395,0.5041322112083435,0.4656488597393036,0.8600000143051147,best,en-zh,dev,107,supervised,second_step_base_demetr_auth_data
68,0.1,0.3227457106113434,0.44680851697921753,0.4012738764286041,0.42281877994537354,0.828000009059906,extreme,en-zh,dev,107,supervised,second_step_base_demetr_auth_data
69,0.5,0.3809233605861664,0.42553192377090454,0.5,0.4597701132297516,0.859000027179718,default,en-zh,dev,89,supervised,second_step_base_demetr_auth_data
70,0.51,0.3835546374320984,0.42553192377090454,0.5042017102241516,0.4615384638309479,0.8600000143051147,best,en-zh,dev,89,supervised,second_step_base_demetr_auth_data
71,0.1,0.32051151990890503,0.4822694957256317,0.37988826632499695,0.42500001192092896,0.8159999847412109,extreme,en-zh,dev,89,supervised,second_step_base_demetr_auth_data
72,0.5,0.3694145679473877,0.43262410163879395,0.4765625,0.4535315930843353,0.8529999852180481,default,en-zh,dev,2710,supervised,second_step_base_demetr_auth_data
73,0.52,0.3768550157546997,0.43262410163879395,0.4880000054836273,0.45864662528038025,0.8560000061988831,best,en-zh,dev,2710,supervised,second_step_base_demetr_auth_data
74,0.1,0.3142833411693573,0.4680851101875305,0.37931033968925476,0.41904762387275696,0.8169999718666077,extreme,en-zh,dev,2710,supervised,second_step_base_demetr_auth_data
75,0.5,0.2409822642803192,0.297468364238739,0.39830508828163147,0.34057971835136414,0.8180000185966492,default,en-zh,test,42,supervised,second_step_base_demetr_auth_data
76,0.47000000000000003,0.24280384182929993,0.3037974536418915,0.39669421315193176,0.34408602118492126,0.8169999718666077,best,en-zh,test,42,supervised,second_step_base_demetr_auth_data
77,0.1,0.23150907456874847,0.3544303774833679,0.3522012531757355,0.35331231355667114,0.7950000166893005,extreme,en-zh,test,42,supervised,second_step_base_demetr_auth_data
78,0.5,0.24500788748264313,0.3037974536418915,0.4000000059604645,0.34532374143600464,0.8180000185966492,default,en-zh,test,2710,supervised,second_step_base_demetr_auth_data
79,0.52,0.24723336100578308,0.3037974536418915,0.40336135029792786,0.3465704023838043,0.8190000057220459,best,en-zh,test,2710,supervised,second_step_base_demetr_auth_data
80,0.1,0.24148006737232208,0.3734177350997925,0.35542169213294983,0.3641975224018097,0.7940000295639038,extreme,en-zh,test,2710,supervised,second_step_base_demetr_auth_data
81,0.5,0.246474027633667,0.3164556920528412,0.3937007784843445,0.35087719559669495,0.8149999976158142,default,en-zh,test,89,supervised,second_step_base_demetr_auth_data
82,0.51,0.250773549079895,0.3164556920528412,0.4000000059604645,0.35335689783096313,0.8169999718666077,best,en-zh,test,89,supervised,second_step_base_demetr_auth_data
83,0.1,0.24016906321048737,0.37974682450294495,0.35087719559669495,0.36474165320396423,0.7910000085830688,extreme,en-zh,test,89,supervised,second_step_base_demetr_auth_data
84,0.5,0.24062079191207886,0.3037974536418915,0.39344263076782227,0.34285715222358704,0.8159999847412109,default,en-zh,test,928,supervised,second_step_base_demetr_auth_data
85,0.66,0.22909948229789734,0.2721518874168396,0.39814814925193787,0.3233082592487335,0.8199999928474426,best,en-zh,test,928,supervised,second_step_base_demetr_auth_data
86,0.1,0.2634439468383789,0.3860759437084198,0.37654322385787964,0.3812499940395355,0.8019999861717224,extreme,en-zh,test,928,supervised,second_step_base_demetr_auth_data
87,0.5,0.24374239146709442,0.29113924503326416,0.40707963705062866,0.339483380317688,0.8209999799728394,default,en-zh,test,107,supervised,second_step_base_demetr_auth_data
88,0.53,0.25078046321868896,0.29113924503326416,0.41818180680274963,0.34328359365463257,0.8240000009536743,best,en-zh,test,107,supervised,second_step_base_demetr_auth_data
89,0.1,0.265306293964386,0.3670886158943176,0.38926175236701965,0.37785017490386963,0.8090000152587891,extreme,en-zh,test,107,supervised,second_step_base_demetr_auth_data
